,timestamp,adservice-76b448fddf-qfsdp_cpu,adservice-76b448fddf-qfsdp_memory,cartservice-6969c94d94-l66mx_cpu,cartservice-6969c94d94-l66mx_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-7lbhx_cpu,currencyservice-ccbc788bc-7lbhx_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-9rg78_cpu,frontend-846c85c54c-9rg78_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-h8tg5_cpu,paymentservice-78549bfd9c-h8tg5_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-9r7zm_cpu,recommendationservice-cc746f6c7-9r7zm_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory
0,2023-08-23 05:52:02,8.768768768769437,0.0,16.227263637821046,0.0,8.449184341485699,0.2158256380232589,25.22261301539711,1.6115409836065573,5.655894549764843,0.0,59.331338869284075,-0.18450870208167444,17.527305618744283,0.4357837043936165,4.917752199325149,0.808920983861637,32.56145728254681,0.3146612865678591,13.987577967861185,0.0,6.236199743053175,0.0,7.029181726043313,0.0
1,2023-08-23 05:52:07,8.05589678593445,0.0,16.227263637821046,0.0,8.449184341485699,0.2158256380232589,25.22261301539711,1.6115409836065573,5.635983721338564,0.0,59.331338869284075,-0.18450870208167444,10.571111181502111,0.0,5.057948139795919,0.91432694475761,29.894587541133166,0.46012027686372403,15.90817375253899,0.0,6.236199743053175,0.0,6.650480638542942,0.0
2,2023-08-23 05:52:12,7.766993099459096,0.0,16.098282969267594,0.0,8.449184341485699,0.2158256380232589,26.374057673045918,2.137719436976119,5.635983721338564,0.0,59.331338869284075,-0.18450870208167444,11.879975880105116,0.0,5.057948139795919,0.91432694475761,29.655974658053573,0.17013677939078625,15.90817375253899,0.0,6.236199743053175,0.0,6.357966138095859,0.0
3,2023-08-23 05:52:17,7.766993099459096,0.0,14.797749811002582,0.0,7.445256818238945,0.0,23.262545992489425,1.0767090240109245,5.635983721338564,0.0,56.05931165200232,0.0,10.89355000000296,0.0,4.787968801253121,-0.14779458395597186,29.655974658053573,0.17013677939078625,15.323047977419854,0.0,6.123867469081942,0.0,6.000230850915799,0.0
4,2023-08-23 05:52:22,7.548223511140967,0.0,14.797749811002582,0.0,7.445256818238945,0.0,23.262545992489425,1.0767090240109245,5.216757130169362,0.0,56.05931165200232,0.0,14.33230148357321,0.0,4.675004173390184,-0.6769306104279117,29.90990726229777,-0.26482758620689656,14.776890923983489,0.0,6.123867469081942,0.0,6.000230850915799,0.0
5,2023-08-23 05:52:27,7.794306227045389,0.0,14.797749811002582,0.0,7.445256818238945,0.0,19.862485426446554,0.4848931272607695,5.216757130169362,0.0,56.05931165200232,0.0,14.332301483573207,0.0,4.675004173390184,-0.6769306104279117,30.579850900818037,0.16794533029612757,14.776890923983487,0.0,4.878362105641376,0.0,6.000230850915799,0.0
6,2023-08-23 05:52:32,7.794306227045389,0.0,15.112515110734655,0.0,6.449411805956107,0.1421848209120076,19.862485426446554,0.4848931272607695,3.979517290700516,0.0,62.14536762138676,-0.17704505763185469,14.332301483573207,0.0,4.571728558797935,-0.4481697612732095,30.579850900818037,0.16794533029612757,15.0326244481124,0.0,5.860089524710107,0.0,6.054758399436661,0.0
7,2023-08-23 05:52:37,7.794306227045389,0.0,15.112515110734655,0.0,5.140443392165118,0.21820060266896255,25.911627007165155,-4.863851421938479,4.005187856073244,0.0,62.14536762138676,-0.17704505763185469,11.0918358588792,0.0,4.3306836248022496,-1.0744674085850556,30.579850900818037,0.16794533029612757,16.283517152862625,0.0,5.860089524710107,0.0,6.05475839943666,0.0
8,2023-08-23 05:52:42,7.747410498060282,0.0,16.440616629118214,0.0,5.140443392165118,0.21820060266896255,25.911627007165155,-4.863851421938479,5.764573227809346,0.0,62.14536762138676,-0.17704505763185469,9.923825427620958,0.0,4.3306836248022496,-1.0744674085850556,30.60092414068105,0.2695990958048002,16.283517152862625,0.0,5.860089524710107,0.0,6.847521986776953,0.0
9,2023-08-23 05:52:47,8.128227242897403,0.0,15.465967428950593,0.0,5.773973019575979,0.1645213510498022,30.229722025858223,-6.657762980867899,5.764573227809346,0.0,69.261651431145,-0.3472449744171609,8.75581499636272,0.0,4.836607671306355,-1.0838833839280602,34.26074363318914,-0.17400244587955113,13.030264035542581,0.0,6.82790120171803,0.0,6.847521986776953,0.0
