,timestamp,checkoutservice
10,2023-08-23 06:59:42,1
11,2023-08-23 06:59:42,1
45,2023-08-23 06:56:49,1
46,2023-08-23 06:56:49,1
47,2023-08-23 06:56:49,1
48,2023-08-23 06:56:49,1
49,2023-08-23 06:56:49,1
50,2023-08-23 06:56:49,1
51,2023-08-23 06:56:47,1
52,2023-08-23 06:56:47,1
53,2023-08-23 06:56:47,1
54,2023-08-23 06:56:47,1
64,2023-08-23 06:55:53,1
65,2023-08-23 06:55:53,1
207,2023-08-23 06:45:32,1
208,2023-08-23 06:45:32,1
209,2023-08-23 06:45:30,1
210,2023-08-23 06:45:30,1
