"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-22 08:30:22","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/6217/ns/net, --, tc, qdisc","Process nsexec (PID: 47771) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-22 08:30:22","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/8133/ns/net, --, iptables-save, -c","Process nsexec (PID: 47769) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-22 08:30:22","/sbin/tc","tc, qdisc","Process tc (PID: 47733) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",tc
"2023-06-22 08:30:22","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9155/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 47726) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-22 08:30:22","/sbin/ipset","ipset, save, -o, xml","Process ipset (PID: 47735) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",ipset
"2023-06-22 08:30:22","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:9090","Process socat (PID: 47732) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",socat
"2023-06-22 08:30:22","/usr/local/bin/chaos-daemon","/usr/local/bin/chaos-daemon, --runtime, docker, --http-port, 31766, --grpc-port, 31767, --pprof, --runtime-socket-path, /host-run/docker.sock","Process chaos-daemon (PID: 47734) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped","chaos-daemon"
"2023-06-22 08:30:22","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5242/ns/net, --, tc, qdisc","Process nsexec (PID: 47730) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-22 08:30:22","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:9090","Process socat (PID: 47737) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",socat
"2023-06-22 08:30:21","/sbin/ipset","ipset, save, -o, xml","Process ipset (PID: 47735) by user root STARTED",default,v1,reviews,start,process,process,"process_started",ipset
