,timestamp,session.csv
0,2023-08-24 14:46:37,0
1,2023-08-24 14:46:42,0
2,2023-08-24 14:46:47,0
3,2023-08-24 14:46:52,0
4,2023-08-24 14:46:57,0
5,2023-08-24 14:47:02,0
6,2023-08-24 14:47:07,0
7,2023-08-24 14:47:12,0
8,2023-08-24 14:47:17,0
9,2023-08-24 14:47:22,0
10,2023-08-24 14:47:27,0
11,2023-08-24 14:47:32,0
12,2023-08-24 14:47:37,0
13,2023-08-24 14:47:42,0
14,2023-08-24 14:47:47,0
15,2023-08-24 14:47:52,0
16,2023-08-24 14:47:57,0
17,2023-08-24 14:48:02,0
18,2023-08-24 14:48:07,0
19,2023-08-24 14:48:12,0
20,2023-08-24 14:48:17,0
21,2023-08-24 14:48:22,0
22,2023-08-24 14:48:27,0
23,2023-08-24 14:48:32,0
24,2023-08-24 14:48:37,0
25,2023-08-24 14:48:42,0
26,2023-08-24 14:48:47,0
27,2023-08-24 14:48:52,0
28,2023-08-24 14:48:57,0
29,2023-08-24 14:49:02,0
30,2023-08-24 14:49:07,0
31,2023-08-24 14:49:12,0
32,2023-08-24 14:49:17,0
33,2023-08-24 14:49:22,0
34,2023-08-24 14:49:27,0
35,2023-08-24 14:49:32,0
36,2023-08-24 14:49:37,0
37,2023-08-24 14:49:42,0
38,2023-08-24 14:49:47,0
39,2023-08-24 14:49:52,0
40,2023-08-24 14:49:57,0
41,2023-08-24 14:50:02,0
42,2023-08-24 14:50:07,0
43,2023-08-24 14:50:12,0
44,2023-08-24 14:50:17,0
45,2023-08-24 14:50:22,0
46,2023-08-24 14:50:27,0
47,2023-08-24 14:50:32,0
48,2023-08-24 14:50:37,0
49,2023-08-24 14:50:42,0
50,2023-08-24 14:50:47,0
51,2023-08-24 14:50:52,0
52,2023-08-24 14:50:57,0
53,2023-08-24 14:51:02,0
54,2023-08-24 14:51:07,0
55,2023-08-24 14:51:12,0
56,2023-08-24 14:51:17,0
57,2023-08-24 14:51:22,0
58,2023-08-24 14:51:27,0
59,2023-08-24 14:51:32,0
60,2023-08-24 14:51:37,0
61,2023-08-24 14:51:42,0
62,2023-08-24 14:51:47,0
63,2023-08-24 14:51:52,0
64,2023-08-24 14:51:57,0
65,2023-08-24 14:52:02,0
66,2023-08-24 14:52:07,0
67,2023-08-24 14:52:12,0
68,2023-08-24 14:52:17,0
69,2023-08-24 14:52:22,0
70,2023-08-24 14:52:27,0
71,2023-08-24 14:52:32,0
72,2023-08-24 14:52:37,0
73,2023-08-24 14:52:42,0
74,2023-08-24 14:52:47,0
75,2023-08-24 14:52:52,0
76,2023-08-24 14:52:57,0
77,2023-08-24 14:53:02,0
78,2023-08-24 14:53:07,0
79,2023-08-24 14:53:12,0
80,2023-08-24 14:53:17,0
81,2023-08-24 14:53:22,0
82,2023-08-24 14:53:27,0
83,2023-08-24 14:53:32,0
84,2023-08-24 14:53:37,0
85,2023-08-24 14:53:42,0
86,2023-08-24 14:53:47,0
87,2023-08-24 14:53:52,0
88,2023-08-24 14:53:57,0
89,2023-08-24 14:54:02,0
90,2023-08-24 14:54:07,0
91,2023-08-24 14:54:12,0
92,2023-08-24 14:54:17,0
93,2023-08-24 14:54:22,0
94,2023-08-24 14:54:27,0
95,2023-08-24 14:54:32,0
96,2023-08-24 14:54:37,0
97,2023-08-24 14:54:42,0
98,2023-08-24 14:54:47,0
99,2023-08-24 14:54:52,0
100,2023-08-24 14:54:57,0
101,2023-08-24 14:55:02,0
102,2023-08-24 14:55:07,0
103,2023-08-24 14:55:12,0
104,2023-08-24 14:55:17,0
105,2023-08-24 14:55:22,0
106,2023-08-24 14:55:27,0
107,2023-08-24 14:55:32,0
108,2023-08-24 14:55:37,0
109,2023-08-24 14:55:42,0
110,2023-08-24 14:55:47,0
111,2023-08-24 14:55:52,0
112,2023-08-24 14:55:57,0
113,2023-08-24 14:56:02,0
114,2023-08-24 14:56:07,0
115,2023-08-24 14:56:12,0
116,2023-08-24 14:56:17,0
117,2023-08-24 14:56:22,0
118,2023-08-24 14:56:27,0
119,2023-08-24 14:56:32,0
120,2023-08-24 14:56:37,0
