"@timestamp","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","event.action","process.name"
"2023-06-30 08:52:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15334/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 89275) by user root STARTED",default,v1,ratings,start,process,process,"process_started",nsexec
"2023-06-30 08:52:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5593/ns/net, --, tc, qdisc","Process nsexec (PID: 89272) by user root STARTED",default,v1,ratings,start,process,process,"process_started",nsexec
"2023-06-30 08:52:55","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5898/ns/net, --, tc, qdisc","Process nsexec (PID: 88864) by user root STOPPED",default,v1,ratings,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:51","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11228/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 88793) by user root STARTED",default,v2,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:47","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11428/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 88643) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:47","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11518/ns/net, --, iptables-save, -c","Process nsexec (PID: 88617) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:47","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9298/ns/net, --, tc, qdisc","Process nsexec (PID: 88613) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:47","/sbin/tc","tc, qdisc","Process tc (PID: 88616) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",tc
"2023-06-30 08:52:46","/sbin/tc","tc, qdisc","Process tc (PID: 88616) by user root STARTED",default,v1,productpage,start,process,process,"process_started",tc
"2023-06-30 08:52:46","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/9298/ns/net, --, tc, qdisc","Process nsexec (PID: 88613) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-30 08:52:46","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11518/ns/net, --, iptables-save, -c","Process nsexec (PID: 88617) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-30 08:52:46","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11670/ns/net, --, tc, qdisc","Process nsexec (PID: 88370) by user root STOPPED",default,v1,productpage,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:45","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11670/ns/net, --, tc, qdisc","Process nsexec (PID: 88370) by user root STARTED",default,v1,details,start,process,process,"process_started",nsexec
"2023-06-30 08:52:42","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/11678/ns/net, --, iptables-save, -c","Process nsexec (PID: 87778) by user root STARTED",default,v1,productpage,start,process,process,"process_started",nsexec
"2023-06-30 08:52:30","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3241/ns/net, --, iptables-save, -c","Process nsexec (PID: 85945) by user root STARTED",default,v2,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:30","/usr/sbin/xtables-legacy-multi","iptables-save, -c","Process iptables-save (PID: 85958) by user root STARTED",default,v2,reviews,start,process,process,"process_started","iptables-save"
"2023-06-30 08:52:30","/sbin/ipset","ipset, save, -o, xml","Process ipset (PID: 85912) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",ipset
"2023-06-30 08:52:30","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/3341/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 85909) by user root STOPPED",default,v2,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:23","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5960/ns/net, --, tc, qdisc","Process nsexec (PID: 84052) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:22","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/5960/ns/net, --, tc, qdisc","Process nsexec (PID: 84052) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:21","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15534/ns/net, --, iptables-save, -c","Process nsexec (PID: 84011) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:21","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/7927/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 84014) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
"2023-06-30 08:52:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/15534/ns/net, --, iptables-save, -c","Process nsexec (PID: 84011) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/7927/ns/net, --, ipset, save, -o, xml","Process nsexec (PID: 84014) by user root STARTED",default,v3,reviews,start,process,process,"process_started",nsexec
"2023-06-30 08:52:20","/usr/local/bin/nsexec","/usr/local/bin/nsexec, -n, /proc/8836/ns/net, --, iptables-save, -c","Process nsexec (PID: 83934) by user root STOPPED",default,v3,reviews,end,process,process,"process_stopped",nsexec
