,timestamp,shippingservice
18,2023-08-23 09:50:18,1
19,2023-08-23 09:50:18,1
20,2023-08-23 09:48:48,1
21,2023-08-23 09:47:51,1
33,2023-08-23 09:43:20,1
34,2023-08-23 09:43:20,1
35,2023-08-23 09:43:20,1
