,timestamp,shippingservice.csv
0,2023-08-23 03:34:09,0
1,2023-08-23 03:34:14,0
2,2023-08-23 03:34:19,0
3,2023-08-23 03:34:24,0
4,2023-08-23 03:34:29,0
5,2023-08-23 03:34:34,0
6,2023-08-23 03:34:39,0
7,2023-08-23 03:34:44,0
8,2023-08-23 03:34:49,0
9,2023-08-23 03:34:54,0
10,2023-08-23 03:34:59,0
11,2023-08-23 03:35:04,0
12,2023-08-23 03:35:09,0
13,2023-08-23 03:35:14,0
14,2023-08-23 03:35:19,0
15,2023-08-23 03:35:24,0
16,2023-08-23 03:35:29,0
17,2023-08-23 03:35:34,0
18,2023-08-23 03:35:39,0
19,2023-08-23 03:35:44,0
20,2023-08-23 03:35:49,0
21,2023-08-23 03:35:54,0
22,2023-08-23 03:35:59,0
23,2023-08-23 03:36:04,0
24,2023-08-23 03:36:09,0
25,2023-08-23 03:36:14,0
26,2023-08-23 03:36:19,0
27,2023-08-23 03:36:24,0
28,2023-08-23 03:36:29,0
29,2023-08-23 03:36:34,0
30,2023-08-23 03:36:39,0
31,2023-08-23 03:36:44,0
32,2023-08-23 03:36:49,0
33,2023-08-23 03:36:54,0
34,2023-08-23 03:36:59,0
35,2023-08-23 03:37:04,0
36,2023-08-23 03:37:09,0
37,2023-08-23 03:37:14,0
38,2023-08-23 03:37:19,0
39,2023-08-23 03:37:24,0
40,2023-08-23 03:37:29,0
41,2023-08-23 03:37:34,0
42,2023-08-23 03:37:39,0
43,2023-08-23 03:37:44,0
44,2023-08-23 03:37:49,0
45,2023-08-23 03:37:54,0
46,2023-08-23 03:37:59,0
47,2023-08-23 03:38:04,0
48,2023-08-23 03:38:09,0
49,2023-08-23 03:38:14,0
50,2023-08-23 03:38:19,0
51,2023-08-23 03:38:24,0
52,2023-08-23 03:38:29,0
53,2023-08-23 03:38:34,0
54,2023-08-23 03:38:39,0
55,2023-08-23 03:38:44,0
56,2023-08-23 03:38:49,0
57,2023-08-23 03:38:54,0
58,2023-08-23 03:38:59,0
59,2023-08-23 03:39:04,0
60,2023-08-23 03:39:09,0
61,2023-08-23 03:39:14,0
62,2023-08-23 03:39:19,0
63,2023-08-23 03:39:24,0
64,2023-08-23 03:39:29,0
65,2023-08-23 03:39:34,0
66,2023-08-23 03:39:39,0
67,2023-08-23 03:39:44,0
68,2023-08-23 03:39:49,0
69,2023-08-23 03:39:54,0
70,2023-08-23 03:39:59,0
71,2023-08-23 03:40:04,0
72,2023-08-23 03:40:09,0
73,2023-08-23 03:40:14,0
74,2023-08-23 03:40:19,0
75,2023-08-23 03:40:24,0
76,2023-08-23 03:40:29,0
77,2023-08-23 03:40:34,0
78,2023-08-23 03:40:39,0
79,2023-08-23 03:40:44,0
80,2023-08-23 03:40:49,0
81,2023-08-23 03:40:54,0
82,2023-08-23 03:40:59,0
83,2023-08-23 03:41:04,0
84,2023-08-23 03:41:09,0
85,2023-08-23 03:41:14,0
86,2023-08-23 03:41:19,0
87,2023-08-23 03:41:24,0
88,2023-08-23 03:41:29,0
89,2023-08-23 03:41:34,0
90,2023-08-23 03:41:39,0
91,2023-08-23 03:41:44,0
92,2023-08-23 03:41:49,0
93,2023-08-23 03:41:54,0
94,2023-08-23 03:41:59,0
95,2023-08-23 03:42:04,0
96,2023-08-23 03:42:09,0
97,2023-08-23 03:42:14,0
98,2023-08-23 03:42:19,0
99,2023-08-23 03:42:24,0
100,2023-08-23 03:42:29,0
101,2023-08-23 03:42:34,0
102,2023-08-23 03:42:39,0
103,2023-08-23 03:42:44,0
104,2023-08-23 03:42:49,0
105,2023-08-23 03:42:54,0
106,2023-08-23 03:42:59,0
107,2023-08-23 03:43:04,0
108,2023-08-23 03:43:09,0
109,2023-08-23 03:43:14,0
110,2023-08-23 03:43:19,0
111,2023-08-23 03:43:24,0
112,2023-08-23 03:43:29,0
113,2023-08-23 03:43:34,0
114,2023-08-23 03:43:39,0
115,2023-08-23 03:43:44,0
116,2023-08-23 03:43:49,0
117,2023-08-23 03:43:54,0
118,2023-08-23 03:43:59,0
119,2023-08-23 03:44:04,0
120,2023-08-23 03:44:09,0
