,timestamp,front-end_carts&p90,orders_carts&p90,unknown_carts&p90,front-end_catalogue&p90,unknown_catalogue&p90,unknown_front-end&p90,front-end_orders&p90,unknown_orders&p90,unknown_payment&p90,unknown_queue-master&p90,unknown_shipping&p90,front-end_user&p90,orders_user&p90,unknown_user&p90
0,2023-08-24 14:25:03,,,42.5,,20.5,227.5,,42.5,22.75,205.00000000000003,205.0,,,20.5
1,2023-08-24 14:25:08,,,42.5,,20.5,227.5,,42.5,42.5,205.00000000000003,205.0,,,20.5
2,2023-08-24 14:25:13,,,42.5,,85.0,227.5,,42.5,42.5,42.5,205.0,,,20.5
3,2023-08-24 14:25:18,,,42.5,,85.0,227.5,,42.5,42.5,42.5,205.0,,,20.5
4,2023-08-24 14:25:23,,,42.5,,85.0,205.00000000000003,,42.5,42.5,42.5,205.00000000000003,,,9.25
5,2023-08-24 14:25:28,,,42.5,,85.0,205.00000000000003,,42.5,42.5,42.5,205.00000000000003,,,9.25
6,2023-08-24 14:25:33,,,4.6,,85.0,205.00000000000003,,42.5,42.5,42.5,205.00000000000003,,,9.25
7,2023-08-24 14:25:38,,,4.6,,85.0,85.0,,42.5,42.5,42.5,42.5,,,9.25
8,2023-08-24 14:25:43,,,4.6,,85.0,85.0,,42.5,42.5,85.0,42.5,,,9.25
9,2023-08-24 14:25:48,,,8.5,,85.0,85.0,,22.75,42.5,85.0,42.5,,,9.25
10,2023-08-24 14:25:53,,,8.5,,85.0,85.0,,22.75,20.5,85.0,23.5,,,9.25
11,2023-08-24 14:25:58,,,8.5,,20.5,85.0,,22.75,20.5,850.0,23.5,,,9.25
12,2023-08-24 14:26:03,,,42.5,,20.5,85.0,,20.5,20.5,850.0,23.5,,,9.25
13,2023-08-24 14:26:08,,,42.5,,20.5,85.0,,20.5,22.75,850.0,23.5,,,9.25
14,2023-08-24 14:26:13,,,42.5,,20.5,85.0,,20.5,22.75,850.0000000000002,23.5,,,9.25
15,2023-08-24 14:26:18,,,42.5,,20.5,85.0,,9.5,22.75,850.0000000000002,23.5,,,9.25
16,2023-08-24 14:26:23,,,42.5,,20.5,85.0,,9.5,20.5,850.0000000000002,23.5,,,9.25
17,2023-08-24 14:26:28,,,42.5,,42.5,85.0,,9.5,20.5,850.0,23.5,,,9.25
18,2023-08-24 14:26:33,,,42.5,,42.5,85.0,,20.5,20.5,850.0,23.5,,,9.25
19,2023-08-24 14:26:38,,,42.5,,42.5,205.0,,20.5,22.75,850.0,23.5,,,20.5
20,2023-08-24 14:26:43,,,42.5,,42.5,205.0,,20.5,22.75,22.75,23.5,,,20.5
21,2023-08-24 14:26:48,,,20.5,,42.5,205.0,,22.75,22.75,22.75,23.5,,,20.5
22,2023-08-24 14:26:53,,,20.5,,42.5,205.0,,22.75,22.75,22.75,42.5,,,20.5
23,2023-08-24 14:26:58,,,20.5,,42.5,205.0,,22.75,22.75,22.75,42.5,,,20.5
24,2023-08-24 14:27:03,,,20.5,,42.5,205.0,,23.5,22.75,22.75,42.5,,,20.5
25,2023-08-24 14:27:08,,,20.5,,42.5,204.99999999999997,,23.5,22.75,22.75,46.25,,,85.0
26,2023-08-24 14:27:13,,,20.5,,205.00000000000006,205.0,,23.5,22.75,42.5,46.25,,,85.0
27,2023-08-24 14:27:18,,,20.5,,205.00000000000006,205.0,,22.75,22.75,42.5,46.25,,,85.0
28,2023-08-24 14:27:23,,,20.5,,205.00000000000006,92.5,,22.75,22.75,42.5,46.25,,,85.0
29,2023-08-24 14:27:28,,,20.5,,205.0,92.5,,22.75,22.75,42.50000000000001,46.25,,,85.0
30,2023-08-24 14:27:33,,,20.5,,205.0,92.5,,22.75,22.75,42.50000000000001,46.25,,,85.0
31,2023-08-24 14:27:38,,,20.5,,205.0,85.0,,22.75,22.75,42.50000000000001,42.50000000000001,,,85.00000000000001
32,2023-08-24 14:27:43,,,20.5,,205.00000000000006,85.0,,22.75,22.75,42.5,42.50000000000001,,,85.00000000000001
33,2023-08-24 14:27:48,,,9.25,,205.00000000000006,85.0,,20.5,22.75,42.5,42.50000000000001,,,85.00000000000001
34,2023-08-24 14:27:53,,,9.25,,205.00000000000006,46.25,,20.5,22.750000000000004,42.5,23.5,,,8.5
35,2023-08-24 14:27:58,,,9.25,,22.75,46.25,,20.5,22.750000000000004,9.5,23.5,,,8.5
36,2023-08-24 14:28:03,,,8.5,,22.75,46.25,,20.500000000000004,22.750000000000004,9.5,23.5,,,8.5
37,2023-08-24 14:28:08,,,8.5,,22.75,42.5,,20.500000000000004,42.5,9.5,23.5,,,4.6
38,2023-08-24 14:28:13,,,8.5,,22.75,42.5,,20.500000000000004,42.5,20.5,23.5,,,4.6
39,2023-08-24 14:28:18,,,8.5,,22.75,42.5,,20.5,42.5,20.5,23.5,,,4.6
40,2023-08-24 14:28:23,,,8.5,,22.75,42.5,,20.5,42.5,20.5,23.5,,,4.6
41,2023-08-24 14:28:28,,,8.5,,22.75,42.5,,20.5,42.5,20.500000000000004,23.5,,,4.6
42,2023-08-24 14:28:33,,,20.5,,22.75,42.5,,22.75,42.5,20.500000000000004,23.5,,,4.6
43,2023-08-24 14:28:38,,,20.5,,22.75,42.5,,22.75,42.5,20.500000000000004,23.5,,,20.5
44,2023-08-24 14:28:43,,,20.5,,20.5,42.5,,22.75,42.5,22.75,23.5,,,20.5
45,2023-08-24 14:28:48,,,20.500000000000004,,20.5,42.5,,22.75,42.5,22.75,23.5,,,20.5
46,2023-08-24 14:28:53,,,20.500000000000004,,20.5,42.50000000000001,,22.75,22.75,22.75,42.5,,,20.500000000000004
47,2023-08-24 14:28:58,,,20.500000000000004,,20.5,42.50000000000001,,22.75,22.75,22.75,42.5,,,20.500000000000004
48,2023-08-24 14:29:03,,,20.5,,20.5,42.50000000000001,,22.75,22.75,22.75,42.5,,,20.500000000000004
49,2023-08-24 14:29:08,,,20.5,,20.5,22.75,,22.75,20.500000000000004,22.75,42.5,,,205.0
50,2023-08-24 14:29:13,,,20.5,,9.5,22.75,,22.75,20.500000000000004,42.5,42.5,,,205.0
51,2023-08-24 14:29:18,,,4.6,,9.5,22.75,,22.75,20.500000000000004,42.5,42.5,,,205.0
52,2023-08-24 14:29:23,,,4.6,,9.5,42.5,,22.75,22.75,42.5,42.5,,,205.00000000000003
53,2023-08-24 14:29:28,,,4.6,,9.25,42.5,,22.75,22.75,42.5,42.5,,,205.00000000000003
54,2023-08-24 14:29:33,,,4.6,,9.25,42.5,,23.5,22.75,42.5,42.5,,,205.00000000000003
55,2023-08-24 14:29:38,,,4.6,,9.25,85.00000000000001,,23.5,42.50000000000001,42.5,23.5,,,205.0
56,2023-08-24 14:29:43,,,4.6,,20.5,85.00000000000001,,23.5,42.50000000000001,42.5,23.5,,,205.0
57,2023-08-24 14:29:48,,,20.5,,20.5,85.00000000000001,,23.5,42.50000000000001,42.5,23.5,,,205.0
58,2023-08-24 14:29:53,,,20.5,,20.5,85.0,,23.5,42.5,42.5,23.5,,,42.5
59,2023-08-24 14:29:58,,,20.5,,20.5,85.0,,23.5,42.5,9.5,23.5,,,42.5
60,2023-08-24 14:30:03,,,20.5,,20.5,85.0,,23.5,42.5,9.5,23.5,,,42.5
61,2023-08-24 14:30:08,,,20.5,,20.5,85.0,,23.5,46.25,9.5,23.5,,,42.5
62,2023-08-24 14:30:13,,,20.5,,20.5,85.0,,23.5,46.25,20.5,23.5,,,42.5
63,2023-08-24 14:30:18,,,22.750000000000004,,20.5,85.0,,22.75,46.25,20.5,23.5,,,42.5
64,2023-08-24 14:30:23,,,22.750000000000004,,20.5,42.50000000000001,,22.75,42.5,20.5,85.00000000000001,,,9.25
65,2023-08-24 14:30:28,,,22.750000000000004,,8.5,42.50000000000001,,22.75,42.5,22.75,85.0,,,9.25
66,2023-08-24 14:30:33,,,20.5,,8.5,42.50000000000001,,22.75,42.5,22.75,85.0,,,9.25
67,2023-08-24 14:30:38,,,20.5,,8.5,42.5,,22.75,42.5,22.75,85.0,,,8.5
68,2023-08-24 14:30:43,,,20.5,,8.5,42.5,,22.75,42.5,22.75,85.0,,,8.5
69,2023-08-24 14:30:48,,,20.5,,8.5,42.5,,20.5,42.5,22.75,85.0,,,8.5
70,2023-08-24 14:30:53,,,20.5,,8.5,46.25,,20.5,22.75,22.75,85.0,,,4.6
71,2023-08-24 14:30:58,,,20.5,,8.5,46.25,,20.5,22.75,20.500000000000004,85.0,,,4.6
72,2023-08-24 14:31:03,,,8.5,,8.5,46.25,,20.500000000000004,22.75,20.500000000000004,85.0,,,4.6
73,2023-08-24 14:31:08,,,8.5,,8.5,46.25,,20.500000000000004,22.75,20.500000000000004,42.5,,,8.500000000000002
74,2023-08-24 14:31:13,,,8.5,,20.500000000000004,46.25,,20.500000000000004,22.75,9.25,42.5,,,8.500000000000002
75,2023-08-24 14:31:18,,,9.25,,20.500000000000004,46.25,,42.5,22.75,9.25,42.5,,,8.500000000000002
76,2023-08-24 14:31:23,,,9.25,,20.500000000000004,42.5,,42.5,22.75,9.25,42.5,,,8.5
77,2023-08-24 14:31:28,,,9.25,,20.5,42.5,,42.5,22.75,9.5,42.5,,,8.5
78,2023-08-24 14:31:33,,,9.25,,20.5,42.5,,46.25,22.75,9.5,42.5,,,8.5
79,2023-08-24 14:31:38,,,9.25,,20.5,23.5,,46.25,20.500000000000004,9.5,42.5,,,20.500000000000004
80,2023-08-24 14:31:43,,,9.25,,22.75,23.5,,46.25,20.500000000000004,9.25,42.5,,,20.500000000000004
81,2023-08-24 14:31:48,,,20.500000000000004,,22.75,23.5,,47.5,20.500000000000004,9.25,42.5,,,20.500000000000004
82,2023-08-24 14:31:53,,,20.500000000000004,,22.75,42.5,,47.5,9.5,9.25,23.5,,,20.500000000000004
83,2023-08-24 14:31:58,,,20.500000000000004,,22.75,42.5,,47.5,9.5,8.500000000000002,23.5,,,20.500000000000004
84,2023-08-24 14:32:03,,,20.500000000000004,,22.75,42.5,,46.25,9.5,8.500000000000002,23.5,,,20.500000000000004
85,2023-08-24 14:32:08,,,20.500000000000004,,22.75,42.50000000000001,,46.25,20.500000000000004,8.500000000000002,2050.0000000000005,,,42.5
86,2023-08-24 14:32:13,,,20.500000000000004,,23.5,42.50000000000001,,46.25,20.500000000000004,20.5,2050.0000000000005,,,42.5
87,2023-08-24 14:32:18,,,20.500000000000004,,23.5,42.50000000000001,,42.5,20.500000000000004,20.5,2050.0000000000005,,,42.5
88,2023-08-24 14:32:23,,,20.500000000000004,,23.5,85.0,,42.5,20.5,20.5,2050.0000000000005,,,42.50000000000001
89,2023-08-24 14:32:28,,,20.500000000000004,,22.75,85.0,,42.5,20.5,42.5,2050.0000000000005,,,42.50000000000001
90,2023-08-24 14:32:33,,,42.5,,22.75,85.0,,42.5,20.5,42.5,2050.0000000000005,,,42.5
91,2023-08-24 14:32:38,,,42.5,,22.75,85.0,,42.5,22.75,42.5,2050.0,,,42.5
92,2023-08-24 14:32:43,,,42.5,,20.5,85.0,,42.5,22.75,42.5,2050.0,,,42.5
93,2023-08-24 14:32:48,,,42.5,,20.5,85.0,,42.5,22.75,42.5,2050.0,,,42.5
94,2023-08-24 14:32:53,,,42.5,,20.5,85.00000000000001,,42.5,20.5,42.5,42.5,,,8.5
95,2023-08-24 14:32:58,,,42.5,,20.5,85.00000000000001,,42.5,20.5,42.5,42.5,,,8.5
96,2023-08-24 14:33:03,,,42.5,,20.5,85.00000000000001,,42.50000000000001,20.5,42.5,42.5,,,8.5
97,2023-08-24 14:33:08,,,42.5,,20.5,42.5,,42.50000000000001,20.5,42.5,46.25,,,9.25
98,2023-08-24 14:33:13,,,42.5,,20.500000000000004,42.5,,42.50000000000001,20.5,42.5,46.25,,,9.25
99,2023-08-24 14:33:18,,,8.5,,20.500000000000004,42.5,,23.5,20.5,42.5,46.25,,,9.25
100,2023-08-24 14:33:23,,,8.5,,20.500000000000004,42.5,,23.5,42.5,42.5,42.5,,,9.25
101,2023-08-24 14:33:28,,,8.5,,20.5,42.5,,23.5,42.5,85.00000000000001,42.5,,,9.25
102,2023-08-24 14:33:33,,,8.5,,20.5,42.5,,22.75,42.5,85.00000000000001,42.5,,,9.25
103,2023-08-24 14:33:38,,,8.5,,20.5,46.25,,22.75,42.5,85.00000000000001,42.5,,,9.25
104,2023-08-24 14:33:43,,,8.5,,9.25,46.25,,22.75,42.5,85.0,42.5,,,9.25
105,2023-08-24 14:33:48,,,8.5,,9.25,46.25,,22.75,42.5,85.0,42.5,,,9.25
106,2023-08-24 14:33:53,,,8.5,,9.25,42.5,,22.75,42.5,85.0,23.5,,,8.5
107,2023-08-24 14:33:58,,,8.5,,8.5,42.5,,22.75,42.5,85.0,23.5,,,8.5
108,2023-08-24 14:34:03,,,8.500000000000002,,8.5,42.5,,22.75,42.5,85.0,23.5,,,8.5
109,2023-08-24 14:34:08,,,8.500000000000002,,8.5,42.50000000000001,,22.75,9.25,85.0,22.75,,,4.6
110,2023-08-24 14:34:13,,,8.500000000000002,,9.25,42.50000000000001,,22.75,9.25,20.5,22.75,,,4.6
111,2023-08-24 14:34:18,,,8.5,,9.25,42.50000000000001,,23.5,9.25,20.5,22.75,,,4.6
112,2023-08-24 14:34:23,,,8.5,,9.25,9.5,,23.5,9.5,20.5,20.5,,,4.6
113,2023-08-24 14:34:28,,,8.5,,8.5,9.5,,23.5,9.5,20.5,20.5,,,4.6
114,2023-08-24 14:34:33,,,4.6,,8.5,9.5,,22.75,9.5,20.5,20.5,,,4.6
