,timestamp,shippingservice.csv
0,2023-08-23 08:42:10,0
1,2023-08-23 08:42:15,0
2,2023-08-23 08:42:20,0
3,2023-08-23 08:42:25,0
4,2023-08-23 08:42:30,0
5,2023-08-23 08:42:35,0
6,2023-08-23 08:42:40,0
7,2023-08-23 08:42:45,0
8,2023-08-23 08:42:50,0
9,2023-08-23 08:42:55,0
10,2023-08-23 08:43:00,0
11,2023-08-23 08:43:05,0
12,2023-08-23 08:43:10,0
13,2023-08-23 08:43:15,0
14,2023-08-23 08:43:20,0
15,2023-08-23 08:43:25,0
16,2023-08-23 08:43:30,0
17,2023-08-23 08:43:35,0
18,2023-08-23 08:43:40,0
19,2023-08-23 08:43:45,0
20,2023-08-23 08:43:50,0
21,2023-08-23 08:43:55,0
22,2023-08-23 08:44:00,0
23,2023-08-23 08:44:05,0
24,2023-08-23 08:44:10,0
25,2023-08-23 08:44:15,0
26,2023-08-23 08:44:20,0
27,2023-08-23 08:44:25,0
28,2023-08-23 08:44:30,0
29,2023-08-23 08:44:35,0
30,2023-08-23 08:44:40,0
31,2023-08-23 08:44:45,0
32,2023-08-23 08:44:50,0
33,2023-08-23 08:44:55,0
34,2023-08-23 08:45:00,0
35,2023-08-23 08:45:05,0
36,2023-08-23 08:45:10,0
37,2023-08-23 08:45:15,0
38,2023-08-23 08:45:20,0
39,2023-08-23 08:45:25,0
40,2023-08-23 08:45:30,0
41,2023-08-23 08:45:35,0
42,2023-08-23 08:45:40,0
43,2023-08-23 08:45:45,0
44,2023-08-23 08:45:50,0
45,2023-08-23 08:45:55,0
46,2023-08-23 08:46:00,0
47,2023-08-23 08:46:05,0
48,2023-08-23 08:46:10,0
49,2023-08-23 08:46:15,0
50,2023-08-23 08:46:20,0
51,2023-08-23 08:46:25,0
52,2023-08-23 08:46:30,0
53,2023-08-23 08:46:35,0
54,2023-08-23 08:46:40,0
55,2023-08-23 08:46:45,0
56,2023-08-23 08:46:50,0
57,2023-08-23 08:46:55,0
58,2023-08-23 08:47:00,0
59,2023-08-23 08:47:05,0
60,2023-08-23 08:47:10,0
61,2023-08-23 08:47:15,0
62,2023-08-23 08:47:20,0
63,2023-08-23 08:47:25,0
64,2023-08-23 08:47:30,0
65,2023-08-23 08:47:35,0
66,2023-08-23 08:47:40,0
67,2023-08-23 08:47:45,0
68,2023-08-23 08:47:50,0
69,2023-08-23 08:47:55,0
70,2023-08-23 08:48:00,0
71,2023-08-23 08:48:05,0
72,2023-08-23 08:48:10,0
73,2023-08-23 08:48:15,0
74,2023-08-23 08:48:20,0
75,2023-08-23 08:48:25,0
76,2023-08-23 08:48:30,0
77,2023-08-23 08:48:35,1
78,2023-08-23 08:48:40,0
79,2023-08-23 08:48:45,0
80,2023-08-23 08:48:50,0
81,2023-08-23 08:48:55,0
82,2023-08-23 08:49:00,0
83,2023-08-23 08:49:05,0
84,2023-08-23 08:49:10,0
85,2023-08-23 08:49:15,0
86,2023-08-23 08:49:20,0
87,2023-08-23 08:49:25,0
88,2023-08-23 08:49:30,0
89,2023-08-23 08:49:35,0
90,2023-08-23 08:49:40,0
91,2023-08-23 08:49:45,0
92,2023-08-23 08:49:50,0
93,2023-08-23 08:49:55,0
94,2023-08-23 08:50:00,0
95,2023-08-23 08:50:05,0
96,2023-08-23 08:50:10,0
97,2023-08-23 08:50:15,0
98,2023-08-23 08:50:20,0
99,2023-08-23 08:50:25,0
100,2023-08-23 08:50:30,0
101,2023-08-23 08:50:35,0
102,2023-08-23 08:50:40,0
103,2023-08-23 08:50:45,0
104,2023-08-23 08:50:50,0
105,2023-08-23 08:50:55,0
106,2023-08-23 08:51:00,0
107,2023-08-23 08:51:05,0
108,2023-08-23 08:51:10,0
109,2023-08-23 08:51:15,0
110,2023-08-23 08:51:20,0
111,2023-08-23 08:51:25,0
112,2023-08-23 08:51:30,0
113,2023-08-23 08:51:35,0
114,2023-08-23 08:51:40,0
115,2023-08-23 08:51:45,0
116,2023-08-23 08:51:50,0
117,2023-08-23 08:51:55,0
118,2023-08-23 08:52:00,0
119,2023-08-23 08:52:05,0
120,2023-08-23 08:52:10,0
