,timestamp,carts-7bbf9dc945-gw8gn_cpu,carts-7bbf9dc945-gw8gn_memory,carts-db-67f744dd5f-jsmnm_cpu,carts-db-67f744dd5f-jsmnm_memory,catalogue-6479dbb5bd-fgxd7_cpu,catalogue-6479dbb5bd-fgxd7_memory,catalogue-db-6b55d8cdb7-69crs_cpu,catalogue-db-6b55d8cdb7-69crs_memory,front-end-7f5c844b4c-c8gzm_cpu,front-end-7f5c844b4c-c8gzm_memory,orders-74f65597c5-6kbh9_cpu,orders-74f65597c5-6kbh9_memory,orders-74f65597c5-85gnl_cpu,orders-74f65597c5-85gnl_memory,orders-74f65597c5-8wznx_cpu,orders-74f65597c5-8wznx_memory,orders-74f65597c5-9szwf_cpu,orders-74f65597c5-9szwf_memory,orders-74f65597c5-bl5gs_cpu,orders-74f65597c5-bl5gs_memory,orders-74f65597c5-c4dth_cpu,orders-74f65597c5-c4dth_memory,orders-74f65597c5-hcj9n_cpu,orders-74f65597c5-hcj9n_memory,orders-74f65597c5-s88c2_cpu,orders-74f65597c5-s88c2_memory,orders-74f65597c5-w5csr_cpu,orders-74f65597c5-w5csr_memory,orders-74f65597c5-wlvzk_cpu,orders-74f65597c5-wlvzk_memory,orders-74f65597c5-zdhl2_cpu,orders-74f65597c5-zdhl2_memory,orders-db-b76d8c54c-b828w_cpu,orders-db-b76d8c54c-b828w_memory,payment-c7df5b49-zlcth_cpu,payment-c7df5b49-zlcth_memory,queue-master-9fc44d68d-8cx26_cpu,queue-master-9fc44d68d-8cx26_memory,rabbitmq-6576689cc9-hrqlj_cpu,rabbitmq-6576689cc9-hrqlj_memory,session-db-695f7fd48f-j5twv_cpu,session-db-695f7fd48f-j5twv_memory,shipping-79c568cddc-jtq95_cpu,shipping-79c568cddc-jtq95_memory,user-79dddf5cc9-rvpfd_cpu,user-79dddf5cc9-rvpfd_memory,user-db-b8dfb847c-fpzdr_cpu,user-db-b8dfb847c-fpzdr_memory
0,2023-08-24 15:09:31,5.465575112565117,0.0,8.906459948321432,0.0,5.490748709121705,0.0,4.29538492954849,0.0,7.5264695467411835,0.574843236857649,384.0239780987445,113.52657321182981,401.3369481022463,53.812603552123555,453.899492777594,68.1023913599136,388.9489578508569,88.93247135027899,499.1528716216216,161.8968456117073,366.30506521079764,72.22608133379877,5.605501813782945,0.0,391.99764201500534,65.45302066046703,369.0642027690934,69.38288337331446,497.9359084262014,123.31235399034101,373.86851012862576,57.50296563239875,9.733578646749296,0.0,5.474384462456385,0.0,5.955819119966404,0.0,17.479272761891806,0.44,4.784382284381279,0.0,6.236708860762183,0.0,8.591551566613264,0.0,10.633816120905697,0.0
1,2023-08-24 15:09:36,5.465575112565117,0.0,8.906459948321432,0.0,5.903535524681812,0.0,4.29538492954849,0.0,7.5264695467411835,0.574843236857649,384.0239780987445,132.04066724660368,401.3369481022463,67.03762285714285,453.899492777594,85.80281796417964,388.9489578508569,105.97162820086795,499.1528716216216,190.13926512390245,366.30506521079764,88.69387160120087,5.605501813782945,0.0,391.99764201500534,80.21097891630502,369.0642027690934,84.28630585711092,497.9359084262014,149.57249155802722,373.86851012862576,70.8372958504673,9.733578646749296,0.0,5.222978382708542,0.0,5.773870988824349,0.0,17.42103735241695,0.34366201957710074,4.784382284381279,0.0,6.236708860762183,0.0,6.637297317634741,0.0,9.998258850843058,0.0
2,2023-08-24 15:09:41,5.465575112565117,0.0,10.423406862741404,0.0,5.903535524681812,0.0,4.29538492954849,0.0,7.5264695467411835,0.47349997098641466,384.0239780987445,145.42711831011235,401.3369481022463,60.284928,453.899492777594,78.667776,388.9489578508569,155.48938097597974,499.1528716216216,218.38168463609756,366.30506521079764,105.16166186860295,5.605501813782945,0.0,391.99764201500534,94.96893717214301,369.0642027690934,99.18972834090741,497.9359084262014,175.83262912571342,373.86851012862576,84.17162606853582,9.742975451053782,0.0,5.222978382708542,0.0,5.773870988824349,0.0,17.42103735241695,0.34366201957710074,4.784382284381279,0.0,5.738455874617882,0.0,6.637297317634741,0.0,9.998258850843058,0.0
3,2023-08-24 15:09:46,5.844068688728749,0.0,10.423406862741404,0.0,5.903535524681812,0.0,4.29538492954849,0.0,6.407281772954206,1.73890935080405,384.0239780987445,164.15035426516854,401.3369481022463,151.88942298988607,453.899492777594,78.667776,388.9489578508569,177.59729500884953,499.1528716216216,228.1962057235814,366.30506521079764,121.62945213600503,5.605501813782945,0.0,391.99764201500534,159.9904948148148,369.0642027690934,152.96080635710868,497.9359084262014,143.548416,373.86851012862576,71.909376,9.742975451053782,0.0,5.222978382708542,0.0,5.773870988824349,0.0,17.42103735241695,0.5174720051044823,4.784382284381279,0.0,5.738455874617882,0.0,6.637297317634741,0.0,9.354335205104224,0.0
4,2023-08-24 15:09:51,5.844068688728749,0.0,9.64081120635453,0.0,5.903535524681812,0.0,4.29538492954849,0.0,6.407281772954206,1.73890935080405,384.0239780987445,182.8735902202247,401.3369481022463,172.58745769658256,453.899492777594,169.17542241143286,388.9489578508569,199.7052090417193,499.1528716216216,255.16624575662453,366.30506521079764,164.16045669176836,5.808026520669299,0.0,391.99764201500534,181.5845688888889,369.0642027690934,172.37219936811874,497.9359084262014,215.63864583168643,373.86851012862576,163.21431786030288,9.742975451053782,0.0,5.591385453781923,0.0,5.911433756802528,0.0,15.062642740624474,0.1737750160702807,4.784382284381279,0.0,5.738455874617882,0.0,5.4295856034320815,0.0,9.354335205104224,0.0
5,2023-08-24 15:09:56,5.844068688728749,0.0,9.64081120635453,0.0,4.8058267236112515,0.0,4.438055897932511,0.0,6.407281772954206,1.7389093508040503,384.0239780987445,183.05333328539325,401.3369481022463,193.28549240327902,453.899492777594,189.80946528469352,388.9489578508569,167.878656,499.1528716216216,323.6404803965178,366.30506521079764,183.48709392884965,5.808026520669299,0.0,391.99764201500534,203.17864296296298,369.0642027690934,191.78359237912878,497.9359084262014,287.3888694509956,373.86851012862576,182.19614805764112,9.043091334891654,0.0,5.591385453781923,0.0,5.911433756802528,0.0,15.062642740624474,0.1737750160702807,4.662115345425619,0.0,5.738455874617882,0.0,5.4295856034320815,0.0,9.354335205104224,0.0
6,2023-08-24 15:10:01,5.811236341736045,0.0,9.64081120635453,0.0,4.8058267236112515,0.0,4.438055897932511,0.0,6.173022554500982,0.541864101022249,384.0239780987445,164.33009733033708,401.3369481022463,209.3678653703822,453.899492777594,210.4435081579541,388.9489578508569,189.25258728697855,499.1528716216216,269.19066657380694,366.30506521079764,231.91964684497535,5.808026520669299,0.0,391.99764201500534,219.06324385185184,369.0642027690934,232.9367161321206,497.9359084262014,287.3888694509956,373.86851012862576,227.78196236805874,9.043091334891654,0.0,5.591385453781923,0.0,5.911433756802528,0.0,15.062642740624474,0.17377501607028073,4.662115345425619,0.0,5.427478482625624,0.0,6.60877719429931,0.0,9.272968314996133,0.0
7,2023-08-24 15:10:06,5.811236341736045,0.0,9.64081120635453,0.0,4.8058267236112515,0.0,4.438055897932511,0.0,6.173022554500982,0.541864101022249,384.0239780987445,145.6068613752809,401.3369481022463,188.66983066368573,453.899492777594,197.58849944791274,388.9489578508569,167.14467325410874,499.1528716216216,242.22062654076376,366.30506521079764,188.4037904419631,8.436950349700519,0.0,391.99764201500534,197.46916977777775,369.0642027690934,184.80713773097176,497.9359084262014,287.3888694509956,373.86851012862576,227.78196236805874,9.043091334891654,0.0,5.591385453781923,0.0,5.911433756802528,0.0,21.91251835046282,0.16750312097428957,9.522975929975825,0.1485498672039564,5.427478482625624,0.0,6.60877719429931,0.0,9.272968314996133,0.0
8,2023-08-24 15:10:11,12.010089775167511,0.3141980474198047,14.73961601872087,0.0,4.8058267236112515,0.0,4.438055897932511,0.0,6.173022554500982,0.541864101022249,384.0239780987445,80.830464,401.3369481022463,167.97179595698924,,176.95445657465214,388.9489578508569,145.03675922123895,499.1528716216216,215.2505865077206,,169.07715320488185,8.436950349700519,0.0,391.99764201500534,175.8750957037037,369.0642027690934,165.3957447199617,,216.62055780231066,,174.76665971840296,9.043091334891654,0.0,8.969903851624915,0.33000671400378423,8.430850121109756,0.0,21.91251835046282,0.19953450608930987,9.522975929975825,0.19845058360046003,5.427478482625624,0.0,6.60877719429931,0.0,14.118388531876198,0.4426819017121231
9,2023-08-24 15:10:16,12.010089775167511,0.3141980474198047,14.73961601872087,0.0,4.8058267236112515,0.0,9.59129989764533,0.3272898968905749,12.566644385026454,1.836937712344281,384.0239780987445,103.2433102554517,,147.27376125029278,,156.3204137013915,388.9489578508569,155.44799567799907,,168.86934486486484,,149.75051596780057,8.436950349700519,0.0,,154.2810216296296,,176.50547137114782,,186.75025174887804,,155.78482952106472,15.721354166668807,0.0,8.969903851624915,0.33000671400378423,8.430850121109756,0.0,21.91251835046282,0.19953450608930987,9.522975929975825,0.19845058360046003,12.043558791597183,0.3032202344231955,6.60877719429931,0.0,14.118388531876198,0.5508657543134292
